Protein1,Protein2
4705,4718
23405,6748
23411,5925
8313,84708
27339,6184
10992,57187
26147,64061
4436,4436
2908,9669
3178,10884
23647,56006
1017,5594
5090,92840
7295,29114
29110,7203
1511,58525
9530,3337
1822,836
5562,11198
10513,54926
7321,55905
10482,10197
4716,4726
4696,7384
11228,23368
1994,3169
79848,9456
284427,51028
1635,9583
3320,5609
2673,3101
5626,23119
4725,4713
11331,9329
29945,4085
51002,55644
6138,9329
754,64581
10724,2288
1272,7881
79885,9031
10059,983
1655,4116
3475,6016
9045,23560
10336,10336
6134,26354
27340,25879
132789,8996
329,2670
3835,983
55655,6884
2309,221937
23020,51593
64184,79022
153443,6517
415,51004
4343,83858
3183,6137
114,5142
4110,5241
4168,4168
10989,81887
23020,27336
2982,5150
23512,79228
8687,58524
1534,146225
687,25942
25978,128866
7385,4724
51202,25879
64105,6749
79621,5711
51343,10393
8800,8800
4000,8407
3123,3123
6310,25763
6181,54187
8453,55527
54931,79587
79723,56975
7157,7975
8650,1499
4832,8802
8500,8499
3306,5685
3932,998
5626,6919
112936,81786
367,2068
10542,432
5261,5591
286128,4853
10590,6810
51548,3312
10482,10128
7415,25828
5042,6132
107,5142
54148,51069
25873,55646
1891,80724
10062,6257
525,135112
26019,4701
5683,5393
2205,2206
213,5473
5499,23513
55832,9782
7266,7203
5685,5692
9987,26284
7132,8996
2130,26205
6045,91582
238,3665
7334,4683
975,93185
7323,27343
125115,196477
581,51100
10992,3181
7064,4830
6137,81027
57602,134430
8290,56946
27292,3183
6223,8668
10933,221504
56970,8850
79228,11338
143241,254187
1017,9129
7328,55905
54165,55832
2193,92344
64431,54517
6045,221092
8851,11212
23411,6318
6601,55274
2016,3206
54881,9733
6138,8335
4188,158506
7534,80025
27339,3838
1994,9439
4137,6300
29116,7321
1050,7704
2195,7408
10946,51593
1027,5595
6640,4842
11123,5534
10462,170575
51592,8841
4591,7189
23291,10112
7532,6744
64225,9275
483,4713
1315,9276
2134,195814
1153,51340
145226,55246
28988,10455
6272,6949
10130,7358
6778,9516
7257,57016
84365,4869
6194,6749
6194,81027
23392,93611
1659,3550
6733,157922
51146,26001
55142,55559
10594,6749
10421,10992
204,10131
57332,55501
51669,5826
3191,51202
3035,7189
238,10399
9439,83732
115992,10193
10097,10576
6233,8239
64411,64781
4802,60682
23107,64432
116540,55052
6733,57711
10342,66037
23,3192
60528,741
23028,8189
89,54778
2931,4137
57418,81689
23389,9969
6386,80318
83932,5955
10277,9559
6045,124540
7844,7332
23405,9513
23481,2794
145389,23788
284427,6714
6901,23505
51259,83692
56259,27339
6119,1314
79873,253980
865,1396
7323,93664
56254,56254
55644,6921
11190,7818
140597,7024
10884,51642
56888,55347
4223,84708
7415,840
4809,6727
2962,2968
5195,5195
26589,64432
4711,4718
6418,3024
27339,6727
1660,5356
55823,8411
51592,6741
51204,60561
9775,6132
11103,55646
1244,4715
3007,6132
4137,836
8270,55905
10521,51428
356,23268
8480,25852
5300,10413
10569,27336
9841,51193
4624,88
8907,10320
64225,25923
213,9467
81850,147650
1017,7284
3550,55660
375033,6464
2339,6773
6647,57479
58490,6117
125115,154313
10286,1659
4738,9318
3320,6146
3761,1739
8266,10927
3320,7301
4084,207
9045,6146
372,1814
10959,9777
11171,64431
3433,5626
51426,84333
55588,9862
1017,157922
9794,1387
337867,55831
7278,7203
11284,116840
4188,27018
708,64965
51185,9978
6657,6657
54108,6888
23405,83858
27175,9391
23327,26206
5155,10894
8798,8237
7014,9513
50999,55170
5686,5719
30832,89884
1039,58500
1994,51029
80019,51619
3178,30836
55832,23107
4738,3006
358,9463
2064,10855
9047,284312
54974,6455
7772,56344
8649,29093
9646,8178
2288,3320
7251,10427
10049,9101
5591,6727
1762,3043
26145,2193
7871,57464
170712,7381
55061,317762
2805,4507
6093,10623
1108,23199
2299,55127
10450,3183
8881,3301
26190,9978
2099,342897
84779,134526
3801,26003
3320,26973
51617,54978
4738,3312
93643,1739
9349,9533
80019,7323
6093,23041
10075,3012
170506,5245
2622,51550
6117,25929
7189,873
7532,23085
5733,57216
5610,27067
7307,9349
6667,9578
7157,9810
2539,2821
3054,57215
4116,6428
1153,51755
9818,10551
60673,6897
3320,9212
79035,26098
747,112616
10407,64927
10128,9361
6631,9128
26508,9464
6504,4763
9045,64412
6386,7319
11340,26505
22890,7053
9129,84661
1604,29957
10521,8563
9463,124790
3309,6632
3178,2130
10713,7157
1936,7175
5584,3320
4343,57402
51602,55131
3312,2224
1406,284257
55746,25909
55626,5718
55832,142
2803,10444
4343,4869
23243,4853
375,908
50855,91039
29937,9601
55823,65082
23020,81887
4627,51780
7284,9374
8456,79090
23317,523
27229,6122
5626,51684
6871,4670
1994,11198
8703,515
9240,9605
5347,79077
125115,170954
3265,6014
8440,8216
1488,10742
30834,5437
8453,5710
79959,2155
10482,22928
8703,64132
5690,81027
10075,1891
3320,2051
29114,8407
3320,2260
3725,6612
7328,9898
3835,3987
5977,8932
54903,54583
6045,91687
7415,6251
4893,1915
546,8349
10482,50814
27018,7188
1655,1938
1857,4062
57461,5356
9119,125115
1454,6923
27087,27087
10413,5571
54165,631
8290,124359
5925,51341
9611,9971
6809,7871
10933,26156
4807,8048
55904,57130
1659,6634
27243,27243
80142,80142
5071,3181
6045,4927
6337,23072
1080,8723
22933,8350
4223,83942
84080,221927
1314,1660
4842,7702
55998,7203
1994,94241
9919,55011
1460,3692
10657,6453
51377,7534
3964,6522
4702,4708
10142,115572
8099,114932
27163,89944
3654,1468
9702,3181
1994,2773
3301,55588
5204,60682
3309,22826
6132,222194
5931,26354
3782,5868
4023,5451
122481,27238
1994,10983
10987,85358
7702,57473
136371,2010
94234,2976
10499,5595
2668,79018
2,51013
1593,2194
3745,9312
10320,2959
2982,5152
2260,23371
55599,6632
2879,2280
1488,8290
1406,91694
80764,10528
6117,7073
998,7385
56616,56616
51263,6182
10569,9775
27258,84316
1647,51100
7381,9349
5705,24144
4116,10286
9441,55840
9777,10067
5905,10623
166,3185
166,3182
6045,983
114,5138
81876,7879
23499,5711
55832,81627
53407,60561
28998,64978
4670,23392
3396,7384
4343,84271
4255,3320
26146,81
7004,125115
1051,6670
54869,71
5568,6790
54474,54474
2302,11339
8453,10049
1263,1263
1399,8471
2339,3265
4697,7384
5378,84249
1080,5692
10865,64518
26156,5094
10487,10627
3029,8659
7419,521
10197,55668
6714,6622
116840,22931
9647,8874
10989,9513
26354,6157
3309,26517
25942,6878
4255,6749
79982,3306
10277,8882
5307,83719
2873,7157
9646,6921
84688,60491
10449,285590
6629,9092
3698,3698
6134,10436
9218,10390
1915,4697
3280,3398
55168,84545
7276,55611
348,90580
4695,4723
11331,57407
6733,84433
6208,8883
55660,7307
1994,57190
10490,23066
57418,54881
11342,7297
2099,9908
51639,6158
5691,10197
57019,7965
6733,57035
34,847
7024,9360
1059,9589
3306,5692
25924,3725
1974,3646
8649,51651
10097,5905
3178,10594
81850,117144
22864,54507
284131,10576
55630,2820
8646,8825
10482,10131
8480,5557
6117,6596
4791,5134
5728,11059
10987,54798
4670,114823
2100,8554
1017,1108
51639,6228
5719,3181
23013,27336
29796,4725
3054,80764
26058,914
3887,4223
1717,708
317,837
84988,29085
1495,1756
5903,7157
145508,26005
84726,10444
5705,6667
10943,5591
4881,5567
3178,56300
9135,9135
51422,6897
2033,10401
6821,7702
10419,3012
1032,4223
135892,8878
2832,80262
6871,8667
54973,83719
4188,167826
4343,5142
253012,3956
10921,79576
29074,92259
2784,2773
4436,9156
10467,85403
64841,64841
79727,27339
8540,8443
30011,51043
1717,5250
1994,79833
6386,11043
10075,908
4869,6194
51146,339123
11222,64975
5626,29087
3115,9054
56949,5430
84418,8766
26524,9532
6635,9716
476,64976
56934,57658
841,57448
2010,6598
1616,771
83932,8342
6605,57492
1537,4706
29886,80745
18,875
51003,51586
2130,128061
7879,128866
1994,23536
22907,9611
55237,203228
5071,5095
1153,26065
3654,92609
148581,151112
10450,10569
10987,3838
1544,1595
1822,84726
7571,10252
1994,5869
23658,6635
124637,1347
7532,23216
57179,79159
10262,10247
9491,29911
10528,10153
7321,55658
25788,91647
51390,56947
8780,6748
1822,6477
8543,23760
54534,26589
4141,5917
284058,23028
60673,1314
132320,54915
81833,10557
51366,10140
6047,8772
462,686
5682,5685
1314,6134
7157,995
7353,27243
23476,8359
26511,54507
10159,8940
11338,9984
163,4201
6103,10726
152185,80817
92342,740
9530,9798
90865,27005
6622,3376
1454,10419
56949,94104
6015,80829
10285,8449
6294,7157
1936,10946
10594,6208
54512,51642
2122,8409
1488,23144
83987,57805
160851,7188
409,1212
286826,1874
5015,11250
7157,7037
22920,5824
1981,7534
369,54472
81833,5889
8480,4926
4343,31
5469,9282
54443,71
5597,51567
3178,85364
6284,80145
10437,3993
2099,10576
84914,125115
51043,2033
8161,2962
51259,7037
3560,8662
11335,6888
2064,79142
55655,7518
2801,58500
6821,7385
56654,10550
8161,60491
2872,7917
22978,9583
28976,6844
28988,30001
10528,5917
515,23028
7536,5371
29946,5090
10482,137964
1749,23013
2110,4704
6137,64976
6792,55425
6310,1072
6749,8668
8685,92304
3171,83855
9984,29890
6271,151056
3192,23173
5584,9266
10399,6217
5683,23404
9463,9847
8266,439
130617,23197
9662,5584
3927,10253
4188,10865
9924,3178
121441,3192
4627,5584
56888,23597
1994,155061
1196,29894
6748,23072
23517,6431
3007,6122
2147,2147
2801,4236
8570,2617
3326,5591
7175,11338
7347,26276
1655,4691
26003,65264
22894,125950
900,4054
10159,5972
10487,10152
59349,132158
7812,171483
28512,7516
11339,54915
55703,55720
8202,1454
4292,83861
415117,29110
51741,3550
7529,9710
11104,1642
2033,6095
2801,9129
93436,10576
3326,6223
10594,79228
6119,10436
7752,54906
329,7321
6612,22919
55661,9904
9128,4048
6727,7284
23512,29896
1032,26003
64400,7014
8943,27336
3181,6146
54760,6601
8548,154865
30968,27089
10806,7189
10621,9329
3024,10992
6790,1499
3480,11311
55233,26524
55832,7307
998,9578
10576,1936
2130,23085
124995,55168
7203,65264
49856,5201
56257,9416
2010,7529
9818,9688
6014,8216
114088,81603
138474,6880
1740,84154
4724,4701
79016,116173
55284,55284
60491,256281
2872,9978
2734,6156
1659,29105
26088,7314
1994,26225
6789,57551
5550,3308
7307,8342
27236,51631
3265,153090
5563,8079
5499,27238
11193,2130
55621,1503
51602,7284
6760,57492
57508,284001
10036,6117
3320,4842
10569,54819
25895,57805
5910,3265
3801,4236
3183,7534
10606,7360
8548,10524
154865,154865
23759,4236
4697,9349
60528,10527
6119,1022
51690,8563
55832,6625
22919,81888
51259,27143
8547,8547
4343,11161
2099,5296
8266,5094
207,836
116143,5501
4000,6829
11075,5597
6780,10539
1017,347
1936,4000
842,3295
5894,6338
6645,7402
5616,2597
10987,79595
7430,2879
5216,7415
948,3949
5894,9521
7879,57498
30836,10524
4869,1982
1936,3692
10193,5071
1017,26003
55735,10131
1396,124540
10482,6793
79959,115950
26275,23609
5894,3308
2060,8689
221154,1454
3739,1740
6625,79002
23512,1627
1994,10560
3181,3704
5966,6303
10762,9972
1892,9474
22920,5711
112950,6640
9456,9873
7014,58490
55810,23119
7534,6924
27230,202459
55832,11103
989,7307
10573,65080
3454,23291
1017,2296
6157,64969
4799,4670
81876,6601
2147,3053
124637,7385
6449,7529
1459,5058
9212,23215
7157,9908
1478,84905
4741,50488
5683,55832
10286,51340
5608,9261
140901,4089
11198,56254
55286,10494
4010,170463
27339,55646
9733,5686
58509,6629
5516,5520
1785,5216
4188,9907
23786,169026
1892,7534
728,728
405,9321
8216,64895
1725,1725
28960,23632
1659,57187
26589,51258
9530,3306
57332,125115
1628,1050
54,54978
197335,23277
1654,1659
24137,8467
93426,415117
3297,23054
22978,79050
80324,2193
51015,25902
6045,515
3183,6628
81631,51088
11043,64745
581,89777
84146,283489
26511,79666
7323,5970
2033,4801
154007,6632
6431,8563
2064,660
6134,8892
23517,9984
1021,7884
6835,55322
8631,51750
26019,6194
9585,2181
54165,7353
267,6400
3187,6625
5711,5710
9577,7321
358,57409
23013,27339
2987,53
9589,9512
2670,10152
4188,255193
29922,60491
10482,3012
7158,23294
4194,11126
51366,2935
140461,55662
2130,2597
6119,11340
4691,51434
25873,9221
10240,84464
5915,5915
23632,8568
23326,6314
79159,54989
1994,9929
340419,375791
5936,4670
6233,8887
25804,4809
2130,64710
26013,7157
10983,3556
25793,9491
23291,55355
56895,162427
3306,5713
5250,83858
10128,3326
51510,10054
1915,2027
64432,65993
25970,3480
6612,3741
10284,3621
55646,9349
6403,8907
1746,23181
10399,7419
8772,1616
51300,374291
55299,6157
10450,23759
55363,7994
29760,7167
5500,1211
3183,6749
6660,10865
8880,22827
23091,9439
11047,5690
6399,11281
55299,81027
8453,55015
10482,57461
128308,51023
54949,1915
6015,9785
1147,28964
11116,51138
1017,9040
10262,10713
7297,11107
5435,55814
6134,54552
83987,9688
10075,5245
50628,6635
30012,151121
5626,26039
54165,27343
3192,23020
1406,6660
23405,26523
207,7532
29126,23214
4023,65264
10342,221718
24148,3183
1748,55003
4718,4725
5913,1605
79230,54904
1021,4300
55142,125950
11060,51655
8089,10073
8161,5682
222537,9951
10467,26122
8543,6453
81833,55863
26973,128308
10555,3007
26524,85379
9958,56254
5042,5976
342371,6310
3737,7881
337867,7879
4087,5058
1050,7337
10499,2103
1856,1499
2956,6829
708,57122
140838,3945
23386,10498
51019,55233
8522,10445
8266,9349
4010,4081
10943,8290
11043,51350
1537,2110
92912,10419
50628,6132
26589,64975
3105,567
708,7019
7415,23352
25804,4343
5987,79038
51741,3185
2099,9325
64121,28956
83548,55907
4299,4299
329,1660
83987,23076
10989,27292
5356,9984
5226,223
11171,196463
10097,1212
221,314
3183,10482
55031,9441
51069,7818
9924,2773
634,6714
1072,8407
6119,80755
3192,84294
11043,79169
2001,51548
10576,10693
4869,55588
6636,27258
6714,9229
10262,79228
4343,6134
51741,25804
585,60
3297,11171
140809,10460
80019,135892
5201,25865
51548,10111
1557,7923
750,9817
86,9031
7088,30012
11346,10093
5537,9181
10643,25804
29925,132158
9070,29915
142,1869
5728,8850
6901,2195
7994,11091
6880,84060
121441,8471
10152,342574
65265,7755
165721,4291
5015,80270
10294,7290
1660,3550
51639,9733
7133,51567
10078,51340
873,81605
4116,29896
1499,1008
7157,79447
8266,6157
51340,51755
8436,10445
4809,8563
6134,83858
55014,9342
5347,995
7189,9040
1050,7596
7157,4670
483,54910
3065,10471
9129,989
79892,11260
26156,4691
2078,3183
80143,29888
208,5170
515,9114
4236,80254
3309,3507
326,5903
6400,23197
3667,6093
22907,81887
9045,10514
5626,10612
81631,23061
9374,740
5621,9519
3187,1655
6464,6280
11033,10048
10574,908
4343,9678
10513,57018
5347,4023
51035,51366
118924,54819
64145,5868
51253,8540
51426,83692
60314,171483
54472,7704
10643,1654
4926,8089
6855,65009
1994,65988
4087,2186
4869,84450
8458,7156
11052,23013
6117,1654
9604,3178
10521,1654
1660,23524
9343,9716
54534,51069
6047,10342
11339,79622
162,170680
51647,26610
6182,740
27131,5610
9296,10525
1122,5861
10421,56949
3309,55177
1203,202459
10014,6124
135138,3301
55367,1642
129831,56259
10712,23327
5601,8915
200186,4841
7157,10902
3178,57636
284427,143098
10542,1869
25989,9049
9733,9782
55810,2296
8115,8115
57473,27130
1891,64087
79159,23378
64757,4716
6124,64960
92342,6636
9958,8991
80306,5431
2773,8896
64976,6890
79622,89884
293,23530
148581,142678
23524,6628
2286,27000
5595,8569
50628,5976
199777,3399
1994,195827
4929,51538
5162,5833
1775,10693
4867,11319
84675,3646
7157,10016
10713,8563
4188,6924
8892,5984
7188,8543
25828,342574
210,210
6503,7409
23013,8896
9733,831
3178,51428
6453,2048
4804,27018
6303,6303
5591,1978
3838,3840
4843,5537
1994,10959
11331,9611
8799,51024
79054,9100
3635,3716
3309,1495
79991,9282
3396,515
27252,84717
51067,171483
1024,11059
11190,10807
6117,161
90874,125115
6233,841
7307,84530
2060,5096
8851,9625
5500,6097
7351,3034
23204,65009
5501,84080
7307,9775
10580,58
3178,6632
3552,6284
3171,55177
5690,5707
5110,9474
51619,6477
4666,689
10482,23352
6047,7227
26015,5436
2521,4691
6156,25873
6119,23517
9470,64170
6657,57680
9073,163183
10482,55703
847,54205
9463,9759
1108,8350
83987,51602
7536,10521
1003,84552
55832,25797
22955,6015
409,4627
978,26003
10627,6137
57805,8717
1659,54819
26524,10580
57159,117157
10014,10128
79885,55102
4343,5042
1642,51138
7322,5894
3354,506
55168,54148
9092,9785
6386,341405
92140,7704
7027,83746
143425,143425
10482,283461
6390,4695
4116,6871
7307,8559
51386,6741
219541,5435
9967,6749
84640,197
8139,9231
8453,10921
5695,5887
6045,1468
10421,9416
23495,51135
57587,291
57787,7529
54906,154313
1537,6821
26985,84464
54148,55052
4478,7347
51651,51651
3608,3192
818,7376
10921,23020
529,152485
8078,7347
11346,2773
54904,65980
7307,11066
6558,7430
6734,80155
1069,5568
11060,4087
10856,6160
51079,116085
4931,7329
80306,5296
1794,10656
7545,54973
1994,8976
7157,4627
3692,23
23398,5356
3326,54187
5499,81572
200014,7360
207,5515
60,1460
284273,314
3251,6386
29984,51479
27022,3219
7163,7274
114548,10910
1017,26057
26517,92609
23085,5870
9716,5936
10436,6612
3398,9463
6386,114932
7251,7251
7068,8668
2099,3182
10426,6132
6119,3191
23371,57786
23560,6157
1660,23450
55168,6182
3396,4720
25873,55299
6156,6132
152185,79954
96764,79830
3306,983
6469,8643
8471,26993
10251,84648
10253,91694
1080,6549
55131,90441
23091,10001
1460,8099
10524,2099
11342,50810
875,3297
8685,57696
2909,5803
166,9463
4697,4728
7727,51282
1994,8140
5053,5860
5878,259173
3308,23640
3399,23294
55832,708
9320,26354
2801,51019
7534,9101
10607,405
10987,10949
8815,27000
170506,9349
84669,2193
5987,9610
5690,8313
116115,4299
10642,5936
6949,7284
9439,1859
6792,6499
6158,79084
2672,10401
57410,79666
2512,10087
6667,367
27156,4089
8850,8290
79885,4839
27072,7518
4869,84955
23176,9025
26147,23028
22909,5984
668,23481
10067,7251
5705,5705
9987,115416
219541,3054
80273,284001
5007,9218
7265,3265
3309,3337
113,5142
3183,3841
27336,9775
51255,8915
8940,90933
4691,51602
2099,4582
4881,5138
54982,254827
4802,3065
254187,1472
124245,10921
348093,348093
25953,30000
84365,23609
5701,2962
1938,25873
57698,51035
50809,6208
2878,2936
23107,7534
57587,1211
8453,8349
84866,79029
3185,6157
219541,4841
1108,6603
286128,4753
6714,3745
6045,10238
2801,27125
1660,51649
6199,7284
7874,7518
10574,29110
151,7534
172,7337
2801,5682
10445,138046
4843,1654
525,10490
207,5692
11344,84993
6670,117286
11248,9378
5682,8548
4089,1745
3692,4085
28957,55173
84522,161003
11190,7408
10946,23013
92342,908
51259,949
6045,26993
1915,1938
6642,10313
9045,10153
6949,9045
4869,23223
57187,9690
29105,6631
1053,5925
2520,23786
7818,3320
7371,7371
10153,7157
10514,9775
54517,55856
3192,9678
5025,8890
2539,7531
358,11007
22933,92140
9662,29922
8451,285429
6790,6897
5292,5243
1994,57418
79768,147687
83942,10243
8900,1499
6310,3835
10078,741
11335,8352
128866,83660
5037,55312
4236,79228
5705,125115
1039,55329
3183,6184
2690,5774
9349,6132
1080,487
54499,6184
5948,9227
4282,26003
54726,9513
23035,5962
10078,8896
1611,7132
5170,54541
4691,9775
4343,9261
92714,23510
55810,5990
5152,11140
10921,26019
9113,23513
5071,81027
5300,100128927
3667,487
55140,8518
10498,6602
10643,6134
51259,94056
1050,10524
6285,6285
5204,84311
3320,4627
6901,84572
1315,7133
60673,5591
10482,84033
9972,4928
9868,3320
10135,2512
28998,7189
137868,31
55715,5261
6625,6635
6045,5436
5594,7068
5911,908
10297,8881
10460,27018
145389,118430
131034,5962
7376,27253
4738,2690
23291,9801
23107,64949
3035,9793
1327,7170
10643,56949
6103,23386
10490,22794
5071,4670
57472,23019
5042,5037
6184,9533
4869,29889
3098,554235
4089,7545
9391,80349
23512,3817
23368,9182
3692,6194
9901,23380
3326,5034
8548,51550
5530,7534
6657,57508
83897,84648
2957,79444
1994,688
2354,5252
3309,63982
2962,6598
3398,3398
5203,3692
1022,4000
4343,4358
64748,84942
9924,10856
3065,908
25923,285282
4170,983
5682,5713
55644,29904
1017,7290
5499,207
83987,1108
6733,84648
1915,8349
5685,26985
2059,7965
358,7113
22803,27304
7175,8379
23411,4683
23071,58508
6117,4076
5071,841
968,9675
6888,11152
7307,10523
1994,6418
10992,22826
22895,9545
27339,55660
7329,57159
10450,23013
5621,11091
55336,5000
1522,85294
9972,8480
83932,7415
10262,6631
5204,58524
207,10983
5597,11168
3008,8359
5090,388135
27336,83473
9128,11140
1827,5595
7704,11007
79813,7157
55781,31
6117,89777
51529,3093
2010,9919
84333,6015
23450,9782
23645,3312
